gene_id,fd713184-4bb4-4e1b-a3b8-636273ee6ccc,a6a841ae-f63f-45ab-9a17-2288e12a9577,d94a4acc-1345-4cdb-b1e0-0b9c1afc593c,f1eb1ef7-fe25-4dd8-abed-9d9c298d72fb,32dd8db9-1e43-497e-a35a-664d7d15ed60,f6108b9b-e02f-4608-bec3-bcc0112d05b4,fbd81adc-aa56-4cde-b1f2-e749e2cbf653,525e9185-ed15-403d-8987-93c50e4b89a1
ENSG00000106991.14,2032,2943,5986,4150,11327,7318,4420,5894
ENSG00000106992.19,317,239,895,277,491,260,1034,143
ENSG00000106993.12,1150,382,755,538,1509,378,672,469
ENSG00000107014.9,9,3,12,26,19,15,11,4
ENSG00000107018.8,15,2,2,7,8,5,2,1
ENSG00000107020.10,510,317,563,542,1170,638,434,377
ENSG00000107021.16,682,1452,1118,1477,2282,1274,1513,829
ENSG00000107036.12,2479,603,530,586,1399,613,594,841
ENSG00000107077.19,2421,791,840,777,1201,690,748,589
ENSG00000107099.16,2998,2021,1518,2639,2382,2024,454,979
ENSG00000107104.20,3217,822,919,634,1547,553,1313,1126
ENSG00000107105.15,137,0,10,0,13,7,0,6
ENSG00000107130.10,1204,253,522,1848,1648,1400,666,840
ENSG00000107140.16,737,1317,1261,1711,1963,2350,2464,1225
ENSG00000107147.14,20,7,7,19,27,14,28,9
ENSG00000107159.13,23,556,1686,487,2890,141,524,29
ENSG00000107164.16,2673,2502,1368,1753,3823,1461,2477,1043
ENSG00000107165.13,100,50,72,21,323,25,100,31
ENSG00000107175.12,1748,1730,1539,1383,2767,2060,2028,1371
ENSG00000107185.10,1394,1852,758,641,1538,854,1560,869
ENSG00000107186.17,2967,305,520,507,1496,714,634,1250
ENSG00000107187.17,1,0,0,1,0,0,0,1
ENSG00000107201.10,2558,892,631,1701,1222,1318,849,1108
ENSG00000107223.13,4928,6234,7015,7566,15321,7225,9090,2738
ENSG00000107242.20,346,1164,257,115,160,144,163,125
ENSG00000107249.23,2140,322,544,591,1640,708,705,653
ENSG00000107262.26,1893,2465,1620,2509,2687,1858,4932,1602
ENSG00000107263.18,4119,5019,3093,4404,8553,4472,2413,2591
ENSG00000107281.10,624,952,2062,1862,3869,1518,3917,663
ENSG00000107282.8,739,163,312,264,295,351,632,125
ENSG00000107290.14,11215,4378,1715,2632,7200,2839,2690,2210
ENSG00000107295.10,6,17,21,1,6,3,5,1
ENSG00000107317.13,93,31,184,174,59,167,21,11
ENSG00000107331.17,1987,1413,2682,2621,5312,1929,3768,1367
ENSG00000107338.10,611,968,378,668,1039,1321,2136,492
ENSG00000107341.5,2158,2976,2286,3754,4439,3743,3300,2527
ENSG00000107362.14,983,613,357,363,657,373,455,359
ENSG00000107371.14,636,272,210,377,490,356,530,263
ENSG00000107372.13,8665,5394,5349,3668,9548,6860,14916,2810
ENSG00000107404.20,1953,2901,2732,3710,3595,3014,5721,1081
ENSG00000107438.9,3809,3974,6401,5005,5149,6029,8935,4071
ENSG00000107443.16,672,267,264,281,433,432,461,397
ENSG00000107447.8,2,0,4,2,2,0,0,1
ENSG00000107485.18,96,192,237,285,183,205,36,123
ENSG00000107518.18,51,7,3,2,11,6,66,14
ENSG00000107521.19,1150,3064,2913,3988,3572,3408,4742,1379
ENSG00000107537.14,1023,1035,1052,967,1487,1398,932,507
ENSG00000107551.21,1376,1544,1484,3363,4059,9484,2029,912
ENSG00000107554.17,2794,3770,1171,1748,2271,1503,1978,836
ENSG00000107560.12,1270,901,1159,494,1067,480,618,656
ENSG00000107562.16,1202,952,1595,1320,3148,913,140,4949
ENSG00000107566.14,1718,3155,1159,1359,2699,2328,1815,1295
ENSG00000107581.13,10312,11617,7811,7378,13026,6295,13469,5990
ENSG00000107593.17,16,168,6,20,35,14,7,3
ENSG00000107611.16,377,21,90,168,254,124,170,70
ENSG00000107614.22,741,164,186,275,350,289,324,181
ENSG00000107625.13,1792,954,1385,857,2058,1387,1664,1059
ENSG00000107643.16,1456,936,845,697,1280,1103,1332,812
ENSG00000107651.13,2872,3141,1644,1689,3023,1620,2570,1641
ENSG00000107669.18,1630,1640,946,649,1472,565,1206,714
ENSG00000107672.15,967,593,838,874,1213,903,1354,279
ENSG00000107679.14,2449,2280,1371,1505,2147,1169,2207,1269
ENSG00000107719.9,972,452,1157,507,1639,960,706,663
ENSG00000107731.12,1732,1425,2898,881,5820,3820,701,4143
ENSG00000107736.21,448,239,284,273,248,362,61,83
ENSG00000107738.20,1940,2823,2822,2238,2867,2507,802,2017
ENSG00000107742.13,1630,3503,4644,3607,2219,2591,885,1089
ENSG00000107745.19,2151,2785,2203,1860,2633,2558,3466,1783
ENSG00000107758.16,1931,1270,1607,1269,2597,1643,1967,1404
ENSG00000107771.17,3048,1259,1478,1410,3073,1541,1686,1831
ENSG00000107779.14,1686,664,759,598,1495,982,1133,889
ENSG00000107789.16,605,695,609,536,1272,774,1155,703
ENSG00000107796.13,5061,899,2075,2298,7480,4868,1283,18847
ENSG00000107798.18,5360,15901,2404,2595,8727,4395,2785,2526
ENSG00000107807.13,0,14,1,8,0,0,2,0
ENSG00000107815.10,434,419,442,368,434,327,976,397
ENSG00000107816.17,1182,2077,4098,4290,5014,3669,7066,1397
ENSG00000107819.13,2056,2917,4040,3536,5676,5034,5295,2040
ENSG00000107821.15,278,646,322,364,545,243,506,193
ENSG00000107829.15,1460,2015,4606,2833,3788,2418,4480,765
ENSG00000107831.13,3,3,14,5,2,9,10,1
ENSG00000107833.10,629,461,835,824,985,946,1433,512
ENSG00000107854.6,5293,3142,1999,1534,4831,2226,3347,2094
ENSG00000107859.10,1,0,0,1,4,0,0,3
ENSG00000107862.6,5271,5240,4528,4468,6089,4030,5715,3611
ENSG00000107863.18,3658,4485,2400,1952,3632,2375,3330,1992
ENSG00000107864.15,579,321,214,155,297,204,316,147
ENSG00000107872.13,216,320,716,627,768,517,1351,234
ENSG00000107874.11,1007,729,2185,1711,1916,1925,2394,905
ENSG00000107882.12,519,920,1044,831,1412,1066,973,1008
ENSG00000107890.17,1243,210,204,274,401,347,398,221
ENSG00000107897.20,2149,3137,1167,957,1543,896,1650,674
ENSG00000107902.14,758,610,1728,910,1015,1121,1541,335
ENSG00000107929.15,4961,4609,3639,2919,4166,2820,7236,1993
ENSG00000107937.19,2415,1495,1564,1544,1910,1714,2596,1531
ENSG00000107938.18,1115,301,290,595,590,510,497,254
ENSG00000107949.17,1492,914,1176,1397,1881,1419,2022,1060
ENSG00000107951.15,1313,613,536,678,834,815,851,499
ENSG00000107954.10,29,68,18,37,31,45,46,34
ENSG00000107957.16,8147,3851,3558,4329,10988,6329,3598,16832
ENSG00000107959.17,1725,2298,2422,2090,2237,2038,2949,1708
ENSG00000107960.11,907,1368,1894,1336,1920,906,1277,466
ENSG00000107968.10,1147,353,821,660,1118,934,672,567
ENSG00000107984.10,49,83,3505,119,105,699,1164,12
ENSG00000108001.15,57,2,7,20,49,27,7,34
ENSG00000108010.12,1963,1700,2049,2332,2687,1976,2335,1297
ENSG00000108018.15,49,0,11,8,5,21,1,6
ENSG00000108021.20,5783,1852,1472,1715,2707,1509,2548,1483
ENSG00000108039.18,2054,3173,1380,2116,2274,2544,1963,1258
ENSG00000108055.10,2843,2047,1706,1815,2902,1850,2119,1779
ENSG00000108061.12,3712,1747,1489,1326,2735,1313,1931,1417
ENSG00000108064.11,2563,1282,1608,706,2071,1172,1570,1043
ENSG00000108091.11,7749,4040,2995,3303,4912,3853,6834,3202
ENSG00000108094.16,1499,1174,989,894,1583,1058,1159,797
ENSG00000108100.18,3360,3013,3015,2577,4399,3983,3663,3191
ENSG00000108106.14,279,450,405,1291,731,630,354,292
ENSG00000108107.15,11986,14337,36461,34856,27863,22773,40020,14359
ENSG00000108175.17,2736,5694,3311,1941,6462,3618,2474,3786
ENSG00000108176.15,129,438,28,553,223,360,2051,955
ENSG00000108179.14,871,1979,2422,1381,2982,1565,1991,1266
ENSG00000108187.16,545,810,466,153,361,385,588,148
ENSG00000108219.15,2965,4830,6082,4133,4885,4272,5619,2602
ENSG00000108231.14,6,0,0,1,3,0,0,27
ENSG00000108239.9,1306,453,358,229,613,367,503,361
ENSG00000108242.13,21,554,148,21,20,14,94,0
ENSG00000108244.17,311,522,11,171,83,146,2,11
ENSG00000108255.8,9,0,1,4,3,0,0,0
ENSG00000108256.9,9676,5570,3018,3804,7179,3401,6546,3044
ENSG00000108262.16,1432,2208,3269,4346,3281,4002,4230,1910
ENSG00000108298.12,27920,21283,49255,33326,39499,32869,57058,18090
ENSG00000108306.13,1957,792,1342,1760,1400,1348,1842,757
ENSG00000108309.14,20,7,41,56,21,43,23,10
ENSG00000108312.15,3505,3357,4533,4354,5649,5851,6879,2517
ENSG00000108342.13,15,25,5,36,35,68,6,12
ENSG00000108344.15,3075,3359,5119,6306,7103,4548,6471,3288
ENSG00000108349.17,2668,2816,3529,2802,4372,3460,4512,2523
ENSG00000108352.13,240,2188,222,812,272,597,401,158
ENSG00000108370.17,77,88,116,376,310,205,64,94
ENSG00000108375.13,408,509,677,1458,404,651,769,296
ENSG00000108379.10,78,85,435,537,377,420,632,93
ENSG00000108381.11,141,43,52,19,49,26,10,22
ENSG00000108384.15,339,236,440,721,566,540,642,266
ENSG00000108387.15,396,210,515,208,519,335,184,244
ENSG00000108389.9,2576,1754,1309,1810,2138,1940,2419,927
ENSG00000108395.14,1621,672,581,1139,1362,949,1040,705
ENSG00000108405.4,178,89,323,418,144,223,58,105
ENSG00000108406.10,3348,1149,1972,1722,3075,1815,2608,1353
ENSG00000108417.4,0,0,0,0,0,3,0,0
ENSG00000108423.15,383,137,156,338,331,285,501,177
ENSG00000108424.11,7883,7297,5897,8961,10015,8200,10982,5641
ENSG00000108433.17,1939,1469,1465,1715,2640,1986,2174,1254
ENSG00000108439.11,708,682,893,589,702,679,925,366
ENSG00000108443.14,1880,776,1015,1378,2115,993,1891,879
ENSG00000108448.21,144,165,137,142,248,142,161,103
ENSG00000108452.1,3,0,1,0,1,1,0,0
ENSG00000108465.15,290,127,307,1061,286,891,1050,36
ENSG00000108468.15,2043,1260,2399,2550,3394,2623,3216,2165
ENSG00000108469.15,1088,931,1204,3044,1528,2276,1981,508
ENSG00000108474.17,343,183,214,421,309,429,766,141
ENSG00000108479.12,588,265,759,1204,955,1112,1160,366
ENSG00000108506.13,1403,448,591,653,944,630,595,395
ENSG00000108509.21,424,1166,1037,1983,1347,1655,2648,875
ENSG00000108510.10,8376,3157,2308,2307,5760,2079,3485,2567
ENSG00000108511.10,409,25,19,41,89,58,18,199
ENSG00000108515.18,54,80,83,271,133,515,159,485
ENSG00000108518.8,3794,9280,12988,17627,14218,20287,18810,9526
ENSG00000108523.16,1080,2131,2762,3786,3350,3494,5816,2322
ENSG00000108528.14,1320,1063,1258,1670,1827,1845,2641,1181
ENSG00000108551.5,1908,62,555,1660,5181,290,5409,1116
ENSG00000108556.10,67,5,24,33,153,163,23,33
ENSG00000108557.19,1803,2208,2575,2033,2630,1799,9480,1858
ENSG00000108559.12,1354,730,1223,823,968,754,1935,644
ENSG00000108561.8,1749,1033,3438,1487,1557,1516,3938,1855
ENSG00000108576.10,20,155,239,9,9,17,17,163
ENSG00000108578.15,677,422,1379,958,1793,1157,1888,1019
ENSG00000108582.12,14513,10889,15281,6874,52235,18550,14670,8411
ENSG00000108587.16,2084,2054,1375,1827,2717,1954,2088,1312
ENSG00000108588.14,7123,3845,5975,2862,7357,2904,5863,3127
ENSG00000108590.11,120,50,180,112,163,112,230,56
ENSG00000108591.10,458,419,863,663,710,766,1488,501
ENSG00000108592.17,2429,1665,1486,2708,3394,2395,3701,1342
ENSG00000108599.15,1397,683,794,662,942,790,1343,663
ENSG00000108602.18,235,2753,301,189,1290,751,52,9
ENSG00000108604.16,4177,3124,4213,4567,4490,4445,7861,1982
ENSG00000108622.11,228,142,220,231,427,286,205,220
ENSG00000108639.8,7269,11914,10553,11887,10666,14393,13644,5023
ENSG00000108641.19,516,127,869,467,582,640,1193,192
ENSG00000108651.10,1900,1034,1321,1879,1985,1879,2126,877
ENSG00000108654.16,24022,16146,18694,29713,39949,24849,44645,9489
ENSG00000108666.10,671,350,660,878,913,1109,811,217
ENSG00000108669.16,3751,4106,2652,7317,4536,4848,4943,1502
ENSG00000108671.11,2614,2118,3691,4102,6849,4346,4100,2544
ENSG00000108679.13,21413,47940,106611,57752,76353,44879,77467,24452
ENSG00000108684.15,8,1,2,4,22,5,36,10
ENSG00000108688.11,23,6,1,34,36,93,1,43
ENSG00000108691.9,393,2535,361,1862,4987,2552,222,3599
ENSG00000108700.5,34,155,10,101,110,152,5,192
ENSG00000108702.4,1,0,2,15,20,293,0,2
ENSG00000108733.11,198,328,292,212,518,241,241,196
ENSG00000108759.4,2,1,6,5,24,6,1,2
ENSG00000108771.13,973,1033,1095,1006,1270,1513,860,341
ENSG00000108773.11,1127,774,2145,5659,1919,3944,5154,816
ENSG00000108774.15,734,1788,1543,2288,2318,2036,2210,1247
ENSG00000108784.10,902,1506,1305,2399,2069,2327,1515,1117
ENSG00000108785.7,16,21,25,43,44,38,110,9
ENSG00000108786.11,18,19,24,118,16,21,259,47
ENSG00000108788.12,1412,2359,1545,1937,1605,1294,2502,939
ENSG00000108797.12,402,278,222,324,702,543,572,704
ENSG00000108798.9,322,423,636,760,995,812,232,328
ENSG00000108799.13,1401,1130,1614,1809,1667,1625,1897,606
ENSG00000108813.11,16,18,97,112,110,54,189,13
ENSG00000108819.11,1782,2237,3676,4210,4384,4395,4325,1902
ENSG00000108821.14,50056,7566,102202,262849,375935,322226,19566,839649
ENSG00000108823.16,228,59,184,86,228,308,195,114
ENSG00000108826.16,970,677,1166,1684,1714,1774,1505,651
ENSG00000108828.16,3166,7989,5483,10729,7261,10555,6395,6260
ENSG00000108829.10,5310,5972,4225,6834,6591,4475,6044,4682
ENSG00000108830.10,138,39,163,312,112,146,424,190
ENSG00000108839.12,47,44,87,90,50,51,162,22
ENSG00000108840.15,2202,1793,2686,2490,3410,2496,3638,1556
ENSG00000108846.16,7231,14189,15023,5253,20971,8220,41742,1079
ENSG00000108848.16,2713,2365,3561,6360,5984,5007,10090,1751
ENSG00000108849.8,0,1,1,0,1,1,0,0
ENSG00000108852.15,173,20,32,58,187,82,21,143
ENSG00000108854.16,3861,1281,2503,2109,3530,6067,3298,1483
ENSG00000108861.9,3944,4248,2026,3151,6360,3236,3846,2579
ENSG00000108878.5,8,0,1,9,1,1,0,0
ENSG00000108883.13,4328,3170,3089,4711,4570,4689,3570,2909
ENSG00000108924.14,1096,365,1813,137,2341,216,4162,53
ENSG00000108932.12,200,165,95,146,180,97,23,57
ENSG00000108946.15,13591,8194,9244,6379,17843,6141,17329,7525
ENSG00000108947.5,46,21,198,149,269,172,653,465
ENSG00000108950.12,722,1181,6763,2743,12637,2267,10293,1460
ENSG00000108953.17,4767,8757,18241,12715,14406,13626,23300,9980
ENSG00000108958.4,17,20,28,11,14,22,26,13
ENSG00000108960.9,852,392,621,1190,1110,1768,643,1343
ENSG00000108961.14,17,8,26,26,34,20,63,18
ENSG00000108963.19,434,260,557,464,402,444,1146,307
ENSG00000108984.15,566,310,279,240,345,376,248,227
ENSG00000109016.17,1045,544,1206,592,830,1067,1478,687
ENSG00000109046.15,6276,3003,6857,25375,8818,28221,19319,4177
ENSG00000109047.8,0,4,4,7,8,4,0,0
ENSG00000109061.10,8,0,4,3,4,3,0,6
ENSG00000109062.12,735,5413,2110,5589,2933,1714,3831,955
ENSG00000109063.15,92,16,68,172,95,254,89,689
ENSG00000109065.12,1102,675,1568,2018,1437,1783,2590,807
ENSG00000109066.14,569,1189,828,1446,1372,913,1856,1108
ENSG00000109072.14,45,27,25,10,16,22,28,27
ENSG00000109079.10,1978,2376,2447,2575,3845,2446,2512,1909
ENSG00000109083.14,526,439,450,670,872,612,1337,394
ENSG00000109084.14,1091,1082,1282,732,1418,881,2182,840
ENSG00000109089.7,675,2216,1002,2118,847,1140,1003,854
ENSG00000109099.16,2187,1480,7405,1429,4232,3593,3420,3726
ENSG00000109101.8,16,9,3,28,0,11,10,3
ENSG00000109103.12,745,415,928,1288,1410,1500,1201,544
ENSG00000109107.14,675,685,1339,821,1093,901,897,229
ENSG00000109111.15,5445,5662,4911,5886,8255,5391,8747,3525
ENSG00000109113.20,1456,2660,3874,5127,4925,5489,8258,2894
ENSG00000109118.14,1246,1418,2762,3071,4566,2925,4755,1349
ENSG00000109132.7,0,0,0,0,0,0,0,3
ENSG00000109133.13,3525,3332,2760,2002,4904,2520,3763,2340
ENSG00000109158.11,1,0,0,0,0,0,0,0
ENSG00000109163.7,68,8,2,4,13,6,5,5
ENSG00000109171.15,1935,2348,1965,1444,4787,1959,3131,1715
ENSG00000109180.15,2767,3278,4170,3821,11037,4912,6238,2360
ENSG00000109181.12,7,0,0,0,1,0,0,0
ENSG00000109182.12,316,12,2,10,24,59,0,0
ENSG00000109184.15,1402,915,1162,1043,2636,1266,2271,652
ENSG00000109189.13,893,826,716,473,1137,535,815,454
ENSG00000109193.12,506,3,7,7,2,13,2,5
ENSG00000109205.16,0,21,7,0,1,0,3,1
ENSG00000109208.5,0,1,0,0,0,0,0,0
ENSG00000109220.11,567,418,401,364,757,430,471,388
ENSG00000109255.11,383,599,10,271,93,1098,257,44
ENSG00000109265.14,282,1383,98,98,400,103,16,185
ENSG00000109270.13,1047,1416,1613,1084,3745,1294,2018,675
ENSG00000109272.4,8,1,1,15,48,4,1,11
ENSG00000109320.13,2554,2553,2720,1769,9884,2588,3693,1607
ENSG00000109321.11,626,1240,1982,922,2883,6548,5073,409
ENSG00000109323.11,2256,1494,2804,2518,5906,2172,1707,1433
ENSG00000109332.20,7130,10184,9791,6595,22809,7379,9583,5169
ENSG00000109339.24,909,154,420,380,791,461,1580,116
ENSG00000109381.20,2320,1021,1013,860,2733,1193,1784,807
ENSG00000109390.13,871,871,1924,1403,3242,1541,2552,639
ENSG00000109424.4,0,0,0,0,1,0,0,2
ENSG00000109436.8,3177,1739,1225,1460,3324,1086,1579,1194
ENSG00000109445.11,1192,1179,1556,838,3394,754,1800,688
ENSG00000109452.12,4051,2090,290,1883,1969,533,380,811
ENSG00000109458.8,1743,779,655,635,2161,664,1181,650
ENSG00000109466.14,1151,914,1589,1087,4247,846,2015,578
ENSG00000109471.5,18,2,1,8,4,20,2,0
ENSG00000109472.14,2435,305,4661,2593,8224,5048,14521,10719
ENSG00000109475.16,7869,8581,22080,10852,27955,14147,30729,6675
ENSG00000109501.14,766,4281,2920,1180,2671,1669,1917,1142
ENSG00000109511.12,55,12689,4,4,41,23,109,0
ENSG00000109519.13,777,1101,1048,974,1897,1190,1812,765
ENSG00000109534.17,277,513,1052,824,1539,846,1013,432
ENSG00000109536.12,469,559,722,804,1530,948,535,365
ENSG00000109572.14,3188,4688,3374,1951,6766,2993,3582,1998
ENSG00000109576.14,134,109,447,142,234,985,838,94
ENSG00000109586.12,1857,3585,2247,1809,5451,1757,3156,1693
ENSG00000109606.13,5979,4457,3632,3442,8147,3205,7233,2662
ENSG00000109610.6,320,635,5012,2774,2023,3323,533,2955
ENSG00000109618.12,774,852,358,511,661,528,743,197
ENSG00000109625.19,8,3,2,10,44,9,2,17
ENSG00000109654.16,8721,3109,2670,3307,7869,2291,6578,1777
ENSG00000109667.12,216,189,182,105,426,234,45,230
ENSG00000109670.16,2389,763,800,1109,1423,845,952,539
ENSG00000109674.4,58,65,54,76,150,75,17,38
ENSG00000109680.11,512,164,100,166,712,193,222,159
ENSG00000109684.15,164,194,114,60,67,58,33,12
ENSG00000109685.19,2885,2547,2307,3884,5641,3397,4289,1713
ENSG00000109686.19,3149,4790,2455,1973,3900,2002,2553,2651
ENSG00000109689.18,1490,1565,1022,1395,2577,1651,1836,865
ENSG00000109705.8,1,1,0,63,169,37,0,8
ENSG00000109736.15,1303,2984,3627,4417,5838,3182,11899,2618
ENSG00000109738.11,221,23,234,368,557,334,403,239
ENSG00000109743.11,174,225,179,193,268,166,34,589
ENSG00000109756.9,3452,2000,1442,1110,3007,1409,2284,1233
ENSG00000109758.9,0,0,59,36,2,22,11,2
ENSG00000109762.16,3445,775,1723,863,1450,1300,1081,651
ENSG00000109771.15,745,47,107,184,277,213,184,35
ENSG00000109775.11,768,476,432,437,1289,452,453,456
ENSG00000109787.13,2557,6229,2019,1776,4500,2058,2996,2005
ENSG00000109790.16,1505,584,765,833,2798,1624,1719,802
ENSG00000109794.13,508,187,536,243,501,307,170,229
ENSG00000109805.10,162,292,156,385,360,321,76,206
ENSG00000109814.12,3123,3515,2512,1888,17208,1909,3613,2285
ENSG00000109819.9,261,263,59,69,1392,81,16,29
ENSG00000109832.14,5,5,6,2,6,9,1,2
ENSG00000109846.9,165,129,213,208,496,366,86,920
ENSG00000109851.7,0,0,0,1,0,1,0,0
ENSG00000109854.14,1336,2827,1695,2329,3957,2289,1759,670
ENSG00000109861.17,7319,6652,11286,15001,23504,28582,4900,7452
ENSG00000109881.17,328,276,737,321,906,323,348,291
ENSG00000109906.14,8889,133,1781,89,826,85,641,25
ENSG00000109911.19,965,243,312,252,518,229,197,203
ENSG00000109917.11,1576,967,1531,1778,2404,2013,2343,1419
ENSG00000109919.10,2484,2004,2299,2533,3753,2965,2861,1912
ENSG00000109920.13,2296,1579,2028,4579,3793,3682,4042,1016
ENSG00000109927.11,74,15,52,50,49,33,22,20
ENSG00000109929.10,4866,973,2551,4311,5916,3829,6134,6605
ENSG00000109943.9,141,99,62,413,91,62,6,14
ENSG00000109944.11,337,116,141,446,453,748,353,204
ENSG00000109956.13,395,15,342,214,968,39,1918,9
ENSG00000109971.14,35808,34033,30982,17314,85780,19552,29355,32212
ENSG00000109991.9,10,0,17,1,11,4,12,0
ENSG00000110002.16,1340,1761,4130,1670,4116,1549,2759,508
ENSG00000110011.13,595,412,2509,1539,1638,1924,2369,448
ENSG00000110013.13,1792,1382,6465,891,6436,1594,4096,1494
ENSG00000110025.13,14,16,26,72,60,58,111,9
ENSG00000110031.13,657,990,722,1325,1550,1592,395,392
ENSG00000110042.8,3022,4926,4187,3587,4046,2261,5385,1424
ENSG00000110046.13,1665,1533,2169,2857,2437,2273,3312,1083
ENSG00000110047.18,2637,2211,2695,5739,7662,4942,3399,2679
ENSG00000110048.12,4369,3648,3448,2432,4693,2628,3731,1953
ENSG00000110057.8,3639,3618,1879,3081,2883,3765,3940,2763
ENSG00000110060.9,412,208,353,353,703,420,684,389
ENSG00000110063.10,918,680,1236,1078,938,933,1334,556
ENSG00000110066.15,2883,1712,1755,1742,3052,2453,2864,2136
ENSG00000110074.11,946,431,760,1442,1041,1909,1628,713
ENSG00000110075.15,7117,2670,2522,3628,4462,3654,5125,3671
ENSG00000110076.19,57,59,411,178,246,141,20,58
ENSG00000110077.14,1457,1531,2012,1185,6099,2373,474,1404
ENSG00000110079.18,619,1502,408,543,1987,501,85,544
ENSG00000110080.20,726,720,727,2164,1754,1280,1931,1130
ENSG00000110090.13,3548,3593,2145,824,3741,2077,3092,2938
ENSG00000110092.4,7085,12436,10727,8226,11011,8932,14696,7845
ENSG00000110104.13,495,326,371,563,613,617,870,304
ENSG00000110107.9,2971,4115,3681,4503,6216,4781,6140,2074
ENSG00000110108.10,2263,3694,4483,3789,7480,5393,8260,3611
ENSG00000110148.10,1,1,1,0,3,2,1,0
ENSG00000110169.11,25,4,14,153,30,124,73,11
ENSG00000110171.20,577,236,229,772,596,660,709,240
ENSG00000110172.12,1360,387,812,980,2656,939,1073,742
ENSG00000110195.14,4601,1196,32405,1959,2593,1557,17098,337
ENSG00000110200.8,86,76,133,136,240,157,237,108
ENSG00000110203.9,0,6,11,2,0,11,1,0
ENSG00000110218.9,1037,371,701,829,1971,1287,1038,1167
ENSG00000110237.5,3243,1368,3649,2173,3875,2914,3941,3076
ENSG00000110243.12,3,0,0,0,0,0,0,1
ENSG00000110245.12,0,0,1,0,0,0,0,0
ENSG00000110274.16,1295,541,1180,1940,1433,2754,1770,784
ENSG00000110315.7,4747,2441,5838,1877,3937,2509,2557,1173
ENSG00000110318.15,727,221,192,588,970,805,550,164
ENSG00000110321.19,29187,32623,29655,30052,66105,27894,41233,26176
ENSG00000110324.11,2372,1804,1240,3308,2602,1960,329,1023
ENSG00000110328.6,1441,533,1325,1440,1646,1549,1939,780
ENSG00000110330.8,3194,1099,1205,1995,3836,2170,2068,1607
ENSG00000110344.10,3382,1256,738,872,1800,1021,1045,1479
ENSG00000110367.13,13456,3799,5090,5083,10110,5916,7713,5582
ENSG00000110375.3,4,5,10,19,2,27,7,7
ENSG00000110395.7,1793,1188,1235,1457,2731,1627,1881,1433
ENSG00000110400.11,1074,598,2417,2319,4566,1908,6537,1704
ENSG00000110422.12,12728,3543,3672,2238,7521,2491,2982,2764
ENSG00000110427.17,54,904,174,33,211,39,18,617
ENSG00000110429.14,2047,1182,1290,1219,2256,1047,1244,690
ENSG00000110435.12,1297,784,749,826,1264,716,815,650
ENSG00000110436.13,206,58,41,11,113,32,15,29
ENSG00000110442.12,1108,1023,1444,1335,1705,1522,690,771
ENSG00000110446.11,793,3780,1440,1545,3593,2688,787,1006
ENSG00000110448.11,231,423,529,877,711,615,108,244
ENSG00000110455.14,495,341,826,862,926,1289,1906,136
ENSG00000110484.7,2,0,0,0,0,0,0,0
ENSG00000110492.15,2557,13087,46741,14991,8493,20828,9981,6440
ENSG00000110497.14,2128,1594,1582,1473,2056,1453,2344,1046
ENSG00000110514.19,2072,3156,1856,2287,2843,2319,3936,1424
ENSG00000110536.14,152,39,69,101,105,123,132,42
ENSG00000110583.13,745,524,895,1862,1804,2142,2069,482
ENSG00000110619.18,1339,1496,860,2445,2591,2430,2457,1108
ENSG00000110628.16,395,2009,1512,1788,1447,1642,3556,286
ENSG00000110651.12,16132,12475,20818,24685,30195,25118,24008,14646
